awardgoverningsocietyid,awardgoverningsocietyname,awardid,awardname,awardreceivedid,awardreceivedname,awardreceivedawardyear,AAUID,clientfacultyid,orcid,personname,institutionname,prestige,asofdate,asofdate_iso,award_age,award_decade,clean_award_name,award_category,is_recent,is_historical,possible_duplicate
325,American Society of Church History,2696,The Frank S and Elizabeth D Brewer Prize,538310,Jon H. Roberts,2002.0,98308,U71380452,,"Roberts, Jon H",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,23.0,2000s,The Frank S and Elizabeth D Brewer Prize,Notable Award,False,False,False
1645,International Society for Science and Religion,8576,ISSR Fellow,827203,Jon H. Roberts,,98308,U71380452,,"Roberts, Jon H",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,,Unknown,ISSR Fellow,Standard Award,False,False,False
1130,Harvard University,18790,Charles Warren Center for Studies in American History/Fellows,1357755,Jon Roberts?,1983.0,98308,U71380452,,"Roberts, Jon H",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,42.0,1980s,Charles Warren Center for Studies in American History - Fellows,Standard Award,False,False,False
1430,Camargo Foundation,7405,Camargo Core Program Fellowship,640694,Jeremy Yudkin,1993.0,100650,U43584790,,"Yudkin, Jeremy",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,32.0,1990s,Camargo Core Program Fellowship,Standard Award,False,False,False
312,American Library Association,7007,Outstanding Reference Sources,1455572,Jeremy Yudkin,2021.0,100650,U43584790,,"Yudkin, Jeremy",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,4.0,2020s,Outstanding Reference Sources,Standard Award,True,False,False
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",7531,Fulbright U.S. Student Program,686327,"Maurer, Christopher",1980.0,100949,U50822021,,"Maurer, Christopher H",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,45.0,1980s,Fulbright U.S. Student Program,Standard Award,False,False,False
468,American Academy in Berlin,3522,Berlin Prize Fellow,262552,David Mayers,2008.0,101020,U40986210,,"Mayers, David A",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,17.0,2000s,Berlin Prize Fellow,Standard Award,False,False,False
2154,Gilder Lehrman Institute of American History,12423,Scholarly Fellowships,1181607,"Mayers, David",2000.0,101020,U40986210,,"Mayers, David A",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,25.0,2000s,Scholarly Fellowships,Standard Award,False,False,False
208,Keats-Shelley Association of America,1927,Distinguished Scholar Award,43490,Charles Rzepka,2004.0,101246,U36916159,,"Rzepka, Charles J",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,21.0,2000s,Distinguished Scholar Award,Standard Award,False,False,False
208,Keats-Shelley Association of America,6764,K-SAA Essay Prize,601789,Charles Rzepka,2003.0,101246,U36916159,,"Rzepka, Charles J",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,22.0,2000s,K-SAA Essay Prize,Standard Award,False,False,False
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",1786,Fulbright Scholar,336582,"McCann, James Craig",2012.0,101352,U31416483,,"Mccann, James",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,13.0,2010s,Fulbright Scholar,Notable Award,False,False,False
191,John Simon Guggenheim Memorial Foundation,1809,Guggenheim Fellowship,322585,James C. McCann,2012.0,101352,U31416483,,"Mccann, James",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,13.0,2010s,Guggenheim Fellowship,Major Award,False,False,False
237,National Humanities Center,2157,NHC Fellow,256990,James C. McCann,1991.0,101352,U31416483,,"Mccann, James",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,34.0,1990s,NHC Fellow,Major Award,False,False,False
320,American Society for Environmental History,2674,George Perkins Marsh Prize for Best Book in Environmental History,196318,James C. McCann,2006.0,101352,U31416483,,"Mccann, James",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,19.0,2000s,George Perkins Marsh Prize for Best Book in Environmental History,Notable Award,False,False,False
234,National Endowment for the Humanities (NEH),2147,Summer Stipends Awards,618835,James C. McCann,1985.0,101352,U31416483,,"Mccann, James",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,40.0,1980s,Summer Stipends Awards,Standard Award,False,False,False
320,American Society for Environmental History,10133,Distinguished Scholar Award,939454,James McCann,2014.0,101352,U31416483,,"Mccann, James",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,11.0,2010s,Distinguished Scholar Award,Standard Award,False,False,False
1130,Harvard University,17577,Hutchins Center for African & African American Research/W. E. B. Du Bois Research Institute Fellows,1330688,James McCann,2005.0,101352,U31416483,,"Mccann, James",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,20.0,2000s,Hutchins Center for African & African American Research - W. E. B. Du Bois Research Institute Fellows,Standard Award,False,False,False
458,Office of Naval Research (ONR),3477,Young Investigator Program Award (YIP),584260,Venkatesh Saligrama,2002.0,101932,U64747200,0000-0002-0675-2268,"Saligrama, Venkatesh",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,23.0,2000s,Young Investigator Program Award (YIP),Notable Award,False,False,False
350,Institute for Electrical and Electronics Engineers (IEEE),3526,IEEE Fellow,868948,Venkatesh Saligrama,2019.0,101932,U64747200,0000-0002-0675-2268,"Saligrama, Venkatesh",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,6.0,2010s,IEEE Fellow,Standard Award,True,False,False
238,President of the United States of America,2158,Presidential Early Career Awards for Scientists and Engineers (PECASE),1064462,Venkatesh R. Saligrama,2002.0,101932,U64747200,0000-0002-0675-2268,"Saligrama, Venkatesh",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,23.0,2000s,Presidential Early Career Awards for Scientists and Engineers (PECASE),Notable Award,False,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,1014585,Venkatesh  Saligrama,2005.0,101932,U64747200,0000-0002-0675-2268,"Saligrama, Venkatesh",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,20.0,2000s,Faculty Early Career Development (CAREER) Program,Notable Award,False,False,False
1176,IEEE Signal Processing Society,6064,Distinguished Lecturer,1423875,Venkatesh Saligrama,2021.0,101932,U64747200,0000-0002-0675-2268,"Saligrama, Venkatesh",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,4.0,2020s,Distinguished Lecturer,Standard Award,True,False,False
2214,Life Sciences Research Foundation,12624,LSRF Fellow,1076057,John Samuelson,1986.0,102051,U92251669,0000-0001-9533-3040,"Samuelson, John Crawford",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,39.0,1980s,LSRF Fellow,Standard Award,False,False,False
288,"National Academies, The",2495,Ford Foundation Fellowships/Predoctoral,7812,Scott Edward Schaus,1996.0,102465,U18122169,0000-0002-5877-6587,"Schaus, Scott E",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,29.0,1990s,Ford Foundation Fellowships - Predoctoral,Standard Award,False,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,515007,"Schaus, Scott",2004.0,102465,U18122169,0000-0002-5877-6587,"Schaus, Scott E",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,21.0,2000s,Faculty Early Career Development (CAREER) Program,Notable Award,False,False,False
1727,Thieme Chemistry,9229,Thieme Chemistry Journals Award,863104,Scott E. Schaus,2006.0,102465,U18122169,0000-0002-5877-6587,"Schaus, Scott E",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,19.0,2000s,Thieme Chemistry Journals Award,Standard Award,False,False,False
3,Alfred P. Sloan Foundation,30,Sloan Research Fellowship-Physics,34594,Martin Schmaltz,2003.0,102608,U26938651,0000-0001-5440-7824,"Schmaltz, Martin",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,22.0,2000s,Sloan Research Fellowship-Physics,Notable Award,False,False,False
198,Institute for Advanced Study,1839,IAS School of Natural Science/Visitor,60632,Martin Schmaltz,2007.0,102608,U26938651,0000-0001-5440-7824,"Schmaltz, Martin",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,18.0,2000s,IAS School of Natural Science - Visitor,Standard Award,False,False,False
179,Department of Energy,8509,Outstanding Junior Investigator,806211,Martin Schmaltz,2002.0,102608,U26938651,0000-0001-5440-7824,"Schmaltz, Martin",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,23.0,2000s,Outstanding Junior Investigator,Standard Award,False,False,False
303,Alexander Von Humboldt Foundation,4230,Humboldt Research Award,1798766,Martin Schmaltz,2023.0,102608,U26938651,0000-0001-5440-7824,"Schmaltz, Martin",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,2.0,2020s,Humboldt Research Award,Standard Award,True,False,False
92,American Physical Society,3020,APS Fellow,1821091,Martin Schmaltz,2024.0,102608,U26938651,0000-0001-5440-7824,"Schmaltz, Martin",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,1.0,2020s,APS Fellow,Standard Award,True,False,False
199,Institute for Operations Research and the Management Sciences (INFORMS),6413,Information Systems Society/Distinguished Fellow,576883,Abraham Seidmann,2012.0,103199,U68454931,0000-0003-1822-5294,"Seidmann, Abraham",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,13.0,2010s,Information Systems Society - Distinguished Fellow,Standard Award,False,False,False
3212,University of Hawaii,19608,Hawaii International Conference on System Sciences (HICSS)/Best Paper Awards,1440938,Abraham Seidmann,1998.0,103199,U68454931,0000-0003-1822-5294,"Seidmann, Abraham",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,27.0,1990s,Hawaii International Conference on System Sciences (HICSS) - Best Paper Awards,Standard Award,False,False,False
199,Institute for Operations Research and the Management Sciences (INFORMS),24262,Information Systems Society/ISS Teaching Innovation Award,1753075,Abraham Seidmann,2021.0,103199,U68454931,0000-0003-1822-5294,"Seidmann, Abraham",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,4.0,2020s,Information Systems Society - ISS Teaching Innovation Award,Standard Award,True,False,False
199,Institute for Operations Research and the Management Sciences (INFORMS),24259,Information Systems Society/ISS Bapna-Ghose Social Justice Best Paper Award,1753066,Abraham Seidmann,2023.0,103199,U68454931,0000-0003-1822-5294,"Seidmann, Abraham",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,2.0,2020s,Information Systems Society - ISS Bapna-Ghose Social Justice Best Paper Award,Standard Award,True,False,False
222,National Academy of Sciences,7494,Kavli Frontiers of Science Fellows,1072316,Kamal Sen,2003.0,103278,U90693139,0000-0002-9741-0836,"Sen, Kamal",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,22.0,2000s,Kavli Frontiers of Science Fellows,Standard Award,False,False,False
234,National Endowment for the Humanities (NEH),3769,NEH Fellowships for College Teachers and Independent Scholars,331433,Nancy J. Smith-Hefner,1995.0,104773,U71107518,,"Smith-hefner, Nancy",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,30.0,1990s,NEH Fellowships for College Teachers and Independent Scholars,Major Award,False,False,False
374,Harvard Radcliffe Institute for Advanced Study,2887,Radcliffe Institute Fellowship,254272,Nancy J. Smith-Hefner,2009.0,104773,U71107518,,"Smith-hefner, Nancy",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,16.0,2000s,Radcliffe Institute Fellowship,Notable Award,False,False,False
234,National Endowment for the Humanities (NEH),3769,NEH Fellowships for College Teachers and Independent Scholars,27621,Nancy J. Smith-Hefner,2002.0,104773,U71107518,,"Smith-hefner, Nancy",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,23.0,2000s,NEH Fellowships for College Teachers and Independent Scholars,Major Award,False,False,False
279,Society of Architectural Historians,2438,Founders' JSAH Article Award,56775,Alice Y. Tseng,2006.0,109814,U77827405,,"Tseng, Alice Y",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,19.0,2000s,Founders' JSAH Article Award,Notable Award,False,False,False
190,"Getty Foundation, The",1807,Getty Research Institute-Residential Postdoctoral Fellowship,62484,"Tseng, Alice",2005.0,109814,U77827405,,"Tseng, Alice Y",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,20.0,2000s,Getty Research Institute-Residential Postdoctoral Fellowship,Standard Award,False,False,False
330,Association for Asian Studies,2713,AAS NEAC Japan Studies Grants,322581,Alice Y. Tseng,2011.0,109814,U77827405,,"Tseng, Alice Y",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,14.0,2010s,AAS NEAC Japan Studies Grants,Notable Award,False,False,False
54,American Council of Learned Societies (ACLS),479,ACLS Fellows (ACLS/SSRC/NEH International and Area Studies Fellowships and ACLS/New York Public Library Fellowships),315964,Alice Y. Tseng,2012.0,109814,U77827405,,"Tseng, Alice Y",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,13.0,2010s,ACLS Fellows (ACLS - SSRC - NEH International and Area Studies Fellowships and ACLS - New York Public Library Fellowships),Major Award,False,False,False
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",7531,Fulbright U.S. Student Program,703104,"Tseng, Alice Y.",2000.0,109814,U77827405,,"Tseng, Alice Y",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,25.0,2000s,Fulbright U.S. Student Program,Standard Award,False,False,False
259,Center for the Advanced Study in the Visual Arts,3032,Predoctoral Fellowship Program,737891,Alice Y. Tseng,2002.0,109814,U77827405,,"Tseng, Alice Y",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,23.0,2000s,Predoctoral Fellowship Program,Standard Award,False,False,False
190,"Getty Foundation, The",18677,Getty Foundation Postdoctoral Fellowships,1351765,Alice Tseng,2006.0,109814,U77827405,,"Tseng, Alice Y",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,19.0,2000s,Getty Foundation Postdoctoral Fellowships,Standard Award,False,False,False
1101,Academy of Management,6156,Health Care Management Division/Outstanding Reviewer Award,550035,Anita Tucker,2006.0,109994,U55151085,0000-0001-9765-7372,"Carson, Anita",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,19.0,2000s,Health Care Management Division - Outstanding Reviewer Award,Standard Award,False,False,False
199,Institute for Operations Research and the Management Sciences (INFORMS),6245,Manufacturing and Service Operations Management/Service Management SIG Best Paper Award,878875,Anita L. Tucker,2018.0,109994,U55151085,0000-0001-9765-7372,"Carson, Anita",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,Manufacturing and Service Operations Management - Service Management SIG Best Paper Award,Standard Award,True,False,False
469,American Automatic Control Council,3524,O. Hugo Schuck Best Paper Award,212628,Hua O. Wang,1994.0,112691,U35190453,,"Wang, Hua",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,31.0,1990s,O. Hugo Schuck Best Paper Award,Standard Award,False,False,False
134,American Society of Ichthyologists and Herpetologists,10628,Gaige Fund Award,995373,Karen M. Warkentin,1993.0,112873,U20412047,0000-0002-7804-800X,"Warkentin, Karen",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,32.0,1990s,Gaige Fund Award,Standard Award,False,False,False
818,Animal Behavior Society,7510,ABS Fellows,1572952,Karen Michelle Warkentin,2022.0,112873,U20412047,0000-0002-7804-800X,"Warkentin, Karen",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,3.0,2020s,ABS Fellows,Standard Award,True,False,False
134,American Society of Ichthyologists and Herpetologists,17085,Best Papers,1766686,Karen M. Warkentin,2021.0,112873,U20412047,0000-0002-7804-800X,"Warkentin, Karen",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,4.0,2020s,Best Papers,Standard Award,True,False,False
3,Alfred P. Sloan Foundation,30,Sloan Research Fellowship-Physics,617391,"Ahlen, Steven",1984.0,113370,U41387593,0000-0001-6098-7247,"Ahlen, Steven P",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,41.0,1980s,Sloan Research Fellowship-Physics,Notable Award,False,False,False
