awardgoverningsocietyid,awardgoverningsocietyname,awardid,awardname,awardreceivedid,awardreceivedname,awardreceivedawardyear,AAUID,clientfacultyid,orcid,personname,institutionname,prestige,asofdate
413,"National Bureau of Economic Research(NBER)",3019,"NBER Affiliated Scholars",308078,"Johannes F. Schmieder","2012",404633,"U26297815","","SCHMIEDER, JOHANNES FRIEDRICH","Boston University","Not Designated",12/6/2024 3:24:46 AM
3372,"IZA Institute of Labor Economics",21708,"IZA Research Fellow",1542389,"Schmieder, Johannes F.","2009",404633,"U26297815","","SCHMIEDER, JOHANNES FRIEDRICH","Boston University","Not Designated",12/6/2024 3:24:46 AM
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",1786,"Fulbright Scholar",317944,"Pankaj Tandon","2011",404634,"U04201409","","TANDON, PANKAJ","Boston University","Prestigious",12/6/2024 3:24:46 AM
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",1786,"Fulbright Scholar",979806,"Tandon, Pankaj","2015",404634,"U04201409","","TANDON, PANKAJ","Boston University","Prestigious",12/6/2024 3:24:46 AM
2398,"American Association for Dental Research",13459,"AADR Hatton Competition and Award",1160774,"Cataldo Leone","1990",404639,"U81504886","","LEONE, CATALDO","Boston University","Not Designated",12/6/2024 3:24:46 AM
471,"IEEE Computer Society",8757,"Certificate of Appreciation",844617,"Ayse Coskun","2013",404643,"U48106506","0000-0002-6554-088X","COSKUN, AYSE KIVILCIM","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",1015127,"Ayse K Coskun","2012",404643,"U48106506","0000-0002-6554-088X","COSKUN, AYSE KIVILCIM","Boston University","Prestigious",12/6/2024 3:24:46 AM
221,"National Academy of Engineering",7726,"US Frontiers of Engineering Participant",1014374,"Ayse Kivilcim Coskun","2019",404643,"U48106506","0000-0002-6554-088X","COSKUN, AYSE KIVILCIM","Boston University","Not Designated",12/6/2024 3:24:46 AM
1322,"IBM",6930,"IBM Academic Awards",1385817,"Ayse Coskun","2020",404643,"U48106506","0000-0002-6554-088X","COSKUN, AYSE KIVILCIM","Boston University","Not Designated",12/6/2024 3:24:46 AM
331,"Association for Computing Machinery (ACM)",4998,"ACM Senior Member",1453398,"Coskun,?Ayse?K","2021",404643,"U48106506","0000-0002-6554-088X","COSKUN, AYSE KIVILCIM","Boston University","Not Designated",12/6/2024 3:24:46 AM
350,"Institute for Electrical and Electronics Engineers (IEEE)",20325,"Council on Electronic Design Automation/IEEE CEDA Ernest S. Kuh Early Career Award",1550870,"Ayse Coskun","2017",404643,"U48106506","0000-0002-6554-088X","COSKUN, AYSE KIVILCIM","Boston University","Not Designated",12/6/2024 3:24:46 AM
331,"Association for Computing Machinery (ACM)",4998,"ACM Senior Member",424733,"Douglas M Densmore","2014",404644,"U31285975","0000-0002-7666-6808","DENSMORE, DOUGLAS MICHAEL","Boston University","Not Designated",12/6/2024 3:24:46 AM
221,"National Academy of Engineering",7726,"US Frontiers of Engineering Participant",723783,"Douglas Densmore","2013",404644,"U31285975","0000-0002-7666-6808","DENSMORE, DOUGLAS MICHAEL","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",1016925,"Douglas Densmore","2013",404644,"U31285975","0000-0002-7666-6808","DENSMORE, DOUGLAS MICHAEL","Boston University","Prestigious",12/6/2024 3:24:46 AM
492,"American Institute for Medical and Biological Engineering",3606,"Fellow",1380059,"Douglas Densmore","2021",404644,"U31285975","0000-0002-7666-6808","DENSMORE, DOUGLAS MICHAEL","Boston University","Not Designated",12/6/2024 3:24:46 AM
1170,"Design Automation Conference",16974,"Under 40 Innovators Award",1188728,"Douglas Densmore","2017",404644,"U31285975","0000-0002-7666-6808","DENSMORE, DOUGLAS MICHAEL","Boston University","Not Designated",12/6/2024 3:24:46 AM
471,"IEEE Computer Society",8757,"Certificate of Appreciation",844986,"Ajay Joshi","2013",404647,"U79076029","0000-0002-3256-9942","JOSHI, AJAY JAYANT","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",1022006,"Ajay J Joshi","2012",404647,"U79076029","0000-0002-3256-9942","JOSHI, AJAY JAYANT","Boston University","Prestigious",12/6/2024 3:24:46 AM
1604,"Google",8593,"Google Faculty Research Award",1103751,"Ajay Joshi","2018",404647,"U79076029","0000-0002-3256-9942","JOSHI, AJAY JAYANT","Boston University","Not Designated",12/6/2024 3:24:46 AM
1604,"Google",8593,"Google Faculty Research Award",1160287,"Ajay Joshi","2019",404647,"U79076029","0000-0002-3256-9942","JOSHI, AJAY JAYANT","Boston University","Not Designated",12/6/2024 3:24:46 AM
91,"American Philosophical Society",3026,"Library Short-Term Resident Research Fellowship",210787,"William Huntting Howell","2004",404651,"U88407797","","HOWELL, WILLIAM HUNTTING","Boston University","Not Designated",12/6/2024 3:24:46 AM
13,"American Antiquarian Society",154,"AAS-Northeast Modern Language Association Fellowship",340768,"William Huntting Howell","2013",404651,"U88407797","","HOWELL, WILLIAM HUNTTING","Boston University","Not Designated",12/6/2024 3:24:46 AM
1282,"Winterthur Museum, Garden & Library",6623,"Research Fellow",848733,"William Huntting Howell","2004",404651,"U88407797","","HOWELL, WILLIAM HUNTTING","Boston University","Not Designated",12/6/2024 3:24:46 AM
13,"American Antiquarian Society",147,"AAS-National Endowment for the Humanities Fellows",1146914,"William Howell","2020",404651,"U88407797","","HOWELL, WILLIAM HUNTTING","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
237,"National Humanities Center",2157,"NHC Fellow",322588,"Sanjay Krishnan","2012",404652,"U62551786","","KRISHNAN, SANJAY","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
288,"National Academies, The",2495,"Ford Foundation Fellowships/Predoctoral",34347,"Deborah Lynn Jaramillo","2002",404666,"U73823124","","JARAMILLO, DEBORAH LYNN","Boston University","Not Designated",12/6/2024 3:24:46 AM
288,"National Academies, The",2493,"Ford Foundation Fellowships/Dissertation",51112,"Deborah Lynn Jaramillo","2005",404666,"U73823124","","JARAMILLO, DEBORAH LYNN","Boston University","Not Designated",12/6/2024 3:24:46 AM
222,"National Academy of Sciences",7494,"Kavli Frontiers of Science Fellows",650620,"Lucy Hutyra","2016",404669,"U12101555","","HUTYRA, LUCY","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",1015892,"Lucy Hutyra","2012",404669,"U12101555","","HUTYRA, LUCY","Boston University","Prestigious",12/6/2024 3:24:46 AM
212,"MacArthur Foundation",1940,"MacArthur Fellow",1644984,"Lucy Hutyra","2023",404669,"U12101555","","HUTYRA, LUCY","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
68,"American Geophysical Union",5685,"Atmospheric Sciences Section/Ascent Award",1792025,"Lucy Hutyra","2024",404669,"U12101555","","HUTYRA, LUCY","Boston University","Not Designated",12/6/2024 3:24:46 AM
98,"American Psychological Association",5446,"APA Fellow",439533,"Mohr, David C","2015",404686,"U72925663","0000-0002-5443-7596","MOHR, DAVID","Boston University","Prestigious",12/6/2024 3:24:46 AM
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",7531,"Fulbright U.S. Student Program",688457,"Mohr, David","1989",404686,"U72925663","0000-0002-5443-7596","MOHR, DAVID","Boston University","Not Designated",12/6/2024 3:24:46 AM
1174,"Society of Antiquaries",9300,"Fellow",870249,"Melanie Hall","2006",404696,"U66807201","","HALL, MELANIE","Boston University","Not Designated",12/6/2024 3:24:46 AM
2154,"Gilder Lehrman Institute of American History",12426,"Gilder Lehrman Prize for Military History",1181198,"Cathal Nolan","2017",404699,"U96005596","","NOLAN, CATHAL J","Boston University","Not Designated",12/6/2024 3:24:46 AM
1577,"Jefferson Scholars Foundation",8193,"National Fellowship",771694,"Sarah T. Phillips","2001",404700,"U65305425","","PHILLIPS, SARAH","Boston University","Not Designated",12/6/2024 3:24:46 AM
1130,"Harvard University",18790,"Charles Warren Center for Studies in American History/Fellows",1358001,"Sarah Phillips?","2010",404700,"U65305425","","PHILLIPS, SARAH","Boston University","Not Designated",12/6/2024 3:24:46 AM
1775,"Siebel Scholars Foundation",9568,"Siebel Scholars",890032,"Benjamin Lubin","2010",404707,"U04309257","","LUBIN, BENJAMIN","Boston University","Not Designated",12/6/2024 3:24:46 AM
211,"Linguistic Society of America",4394,"Linguistics Service Award",358727,"Mary Catherine O'Connor","2008",404723,"U13394497","","O'CONNOR, CATHERINE","Boston University","Not Designated",12/6/2024 3:24:46 AM
234,"National Endowment for the Humanities (NEH)",21775,"Dynamic Language Infrastructure-Documenting Endangered Languages Fellowships",1566912,"Catherine O'Connor","2013",404723,"U13394497","","O'CONNOR, CATHERINE","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
3040,"W.E. Upjohn Institute for Employment Research",18672,"Dissertation Award",1348871,"Patricia Cortes","2007",404725,"U28538158","","CORTES, PATRICIA","Boston University","Not Designated",12/6/2024 3:24:46 AM
413,"National Bureau of Economic Research(NBER)",3019,"NBER Affiliated Scholars",1445442,"Patricia Cortes","2020",404725,"U28538158","","CORTES, PATRICIA","Boston University","Not Designated",12/6/2024 3:24:46 AM
3,"Alfred P. Sloan Foundation",27,"Sloan Research Fellowship-Mathematics",315753,"Margaret","2012",404728,"U93044929","","BECK, MARGARET ANNE","Boston University","Prestigious",12/6/2024 3:24:46 AM
387,"Society for Industrial and Applied Mathematics (SIAM)",2921,"J D Crawford Prize (SIAG/Dynamical Systems)",941915,"Margaret Beck","2019",404728,"U93044929","","BECK, MARGARET ANNE","Boston University","Prestigious",12/6/2024 3:24:46 AM
222,"National Academy of Sciences",7494,"Kavli Frontiers of Science Fellows",650721,"Margaret Beck","2011",404728,"U93044929","","BECK, MARGARET ANNE","Boston University","Not Designated",12/6/2024 3:24:46 AM
511,"Simons Foundation",3770,"Collaboration Grants for Mathematicians",1221269,"Margaret Beck","2019",404728,"U93044929","","BECK, MARGARET ANNE","Boston University","Not Designated",12/6/2024 3:24:46 AM
511,"Simons Foundation",24803,"Travel Support for Mathematicians Award",1812025,"Margaret Beck","2019",404728,"U93044929","","BECK, MARGARET ANNE","Boston University","Not Designated",12/6/2024 3:24:46 AM
876,"Regional Studies Association",23831,"Fellowship Research Grant Scheme (FeRSA)",1698276,"Lu?s Carvalho","2022",404729,"U56647543","0000-0003-3413-6910","CARVALHO, LUIS E","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",1019368,"Mark A Kramer","2015",404730,"U68933867","0000-0002-9979-7202","KRAMER, MARK","Boston University","Prestigious",12/6/2024 3:24:46 AM
337,"Burroughs Wellcome Fund",10662,"Career Awards at the Scientific Interface",999226,"Mark A. Kramer","2009",404730,"U68933867","0000-0002-9979-7202","KRAMER, MARK","Boston University","Not Designated",12/6/2024 3:24:46 AM
1464,"American Occupational Therapy Association",7565,"Roster of  Fellows",1331487,"Simone Gill","2021",404767,"U73012467","","GILL, SIMONE V","Boston University","Not Designated",12/6/2024 3:24:46 AM
1471,"American Occupational Therapy Foundation",7764,"Meritorius Service Award",1484967,"Simone Gill","2022",404767,"U73012467","","GILL, SIMONE V","Boston University","Not Designated",12/6/2024 3:24:46 AM
116,"American Society for Microbiology",7179,"Distinguished Lecturer",635432,"Stephen Brecher","1999",404776,"U62282802","","BRECHER, STEPHEN M","Boston University","Not Designated",12/6/2024 3:24:46 AM
354,"John Templeton Foundation",10695,"Templeton Grants",1627148,"Paul Katsafanas","2023",404807,"U40629351","","KATSAFANAS, PETER PAUL","Boston University","Not Designated",12/6/2024 3:24:46 AM
93,"American Physical Therapy Association",871,"Eugene Michels New Investigator Award",575933,"Cara L. Lewis","2016",404808,"U59322388","0000-0002-9888-4902","LEWIS, CARA L","Boston University","Not Designated",12/6/2024 3:24:46 AM
3,"Alfred P. Sloan Foundation",30,"Sloan Research Fellowship-Physics",274174,"Pankaj Mehta","2011",404812,"U22426211","0000-0003-1290-5897","MEHTA, PANKAJ","Boston University","Prestigious",12/6/2024 3:24:46 AM
511,"Simons Foundation",3718,"Simons Investigators",507207,"Pankaj Mehta","2014",404812,"U22426211","0000-0003-1290-5897","MEHTA, PANKAJ","Boston University","Not Designated",12/6/2024 3:24:46 AM
1139,"National Institutes of Health (NIH)",9927,"NIH Outstanding Investigator Award (R35)",909207,"MEHTA, PANKAJ","2016",404812,"U22426211","0000-0003-1290-5897","MEHTA, PANKAJ","Boston University","Not Designated",12/6/2024 3:24:46 AM
375,"Research Corporation for Science Advancement",10026,"Scialog Fellows",919051,"Mehta, Pankaj","2015",404812,"U22426211","0000-0003-1290-5897","MEHTA, PANKAJ","Boston University","Not Designated",12/6/2024 3:24:46 AM
375,"Research Corporation for Science Advancement",16946,"Scialog Collaborative Team Awards",1145713,"Pankaj Mehta","2015",404812,"U22426211","0000-0003-1290-5897","MEHTA, PANKAJ","Boston University","Not Designated",12/6/2024 3:24:46 AM
375,"Research Corporation for Science Advancement",16946,"Scialog Collaborative Team Awards",1145724,"Pankaj Mehta","2016",404812,"U22426211","0000-0003-1290-5897","MEHTA, PANKAJ","Boston University","Not Designated",12/6/2024 3:24:46 AM
375,"Research Corporation for Science Advancement",16946,"Scialog Collaborative Team Awards",1145739,"Pankaj Mehta","2017",404812,"U22426211","0000-0003-1290-5897","MEHTA, PANKAJ","Boston University","Not Designated",12/6/2024 3:24:46 AM
92,"American Physical Society",3020,"APS Fellow",1663815,"Pankaj Mehta","2023",404812,"U22426211","0000-0003-1290-5897","MEHTA, PANKAJ","Boston University","Not Designated",12/6/2024 3:24:46 AM
159,"Association for Psychological Science",1644,"Fellow",59802,"Helen B. Tager-Flusberg","2007",404823,"U24175506","0000-0002-8768-5414","TAGER-FLUSBERG, HELEN B","Boston University","Prestigious",12/6/2024 3:24:46 AM
286,"American Association for the Advancement of Science, The (AAAS)",3444,"AAAS Fellow",290585,"Helen Tager-Flusberg","2007",404823,"U24175506","0000-0002-8768-5414","TAGER-FLUSBERG, HELEN B","Boston University","Prestigious",12/6/2024 3:24:46 AM
159,"Association for Psychological Science",1643,"James McKeen Cattell Fund Fellowship",325968,"Helen Tager-Flusberg","2012",404823,"U24175506","0000-0002-8768-5414","TAGER-FLUSBERG, HELEN B","Boston University","Prestigious",12/6/2024 3:24:46 AM
511,"Simons Foundation",10775,"Simons Research Award",1004169,"Helen Tager-Flusberg","2011",404823,"U24175506","0000-0002-8768-5414","TAGER-FLUSBERG, HELEN B","Boston University","Not Designated",12/6/2024 3:24:46 AM
926,"International Society for Autism Research",19226,"INSAR Fellow",1418078,"Helen Tager-Flusberg","2018",404823,"U24175506","0000-0002-8768-5414","TAGER-FLUSBERG, HELEN B","Boston University","Not Designated",12/6/2024 3:24:46 AM
926,"International Society for Autism Research",4347,"Lifetime Achievement Award",1197879,"Helen Tager-Flusberg","2021",404823,"U24175506","0000-0002-8768-5414","TAGER-FLUSBERG, HELEN B","Boston University","Not Designated",12/6/2024 3:24:46 AM
234,"National Endowment for the Humanities (NEH)",2147,"Summer Stipends Awards",334377,"David T. M. Frankfurter","1992",404825,"U32815975","0000-0003-4849-1884","FRANKFURTER, DAVID T. M","Boston University","Not Designated",12/6/2024 3:24:46 AM
191,"John Simon Guggenheim Memorial Foundation",1809,"Guggenheim Fellowship",60173,"David Frankfurter","2007",404825,"U32815975","0000-0003-4849-1884","FRANKFURTER, DAVID T. M","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
7,"American Academy of Religion",104,"AAR Book Award/Analytical-Descriptive Studies",57535,"David Frankfurter","2007",404825,"U32815975","0000-0003-4849-1884","FRANKFURTER, DAVID T. M","Boston University","Prestigious",12/6/2024 3:24:46 AM
7,"American Academy of Religion",107,"AAR Book Award/Historical Studies",14615,"David Frankfurter","1999",404825,"U32815975","0000-0003-4849-1884","FRANKFURTER, DAVID T. M","Boston University","Prestigious",12/6/2024 3:24:46 AM
